x, y, z, mag, wma, label
2.808249,-4.97156,7.906103,9.752391424095402,0.0752602625199422,1
2.9542952,-4.52145,7.903709,9.57287752616001,0.07272293288747035,1
2.6382606,-4.689044,8.085668,9.712135541796489,0.06891736142928376,1
2.726846,-4.674679,7.499089,9.24795344626777,0.06493445395881245,1
2.5568578,-4.894945,8.322694,9.988255279590797,0.06218733456002961,1
2.796278,-4.8901567,7.8223057,9.639567658792458,0.058264743454503984,1
2.8178258,-5.0960584,7.8677955,9.788368827677093,0.048480056251954194,1
2.772336,-4.973954,7.6978073,9.575087695803324,0.037314853602938416,1
2.8250084,-4.973954,7.42008,9.3690174596475,0.03048718625932064,1
2.8824692,-4.8039656,7.549367,9.401045363716955,0.026476068914551173,1
2.8297968,-4.5645456,7.597251,9.303819130606477,0.02503700893552928,1
2.6717794,-4.9188876,7.6906247,9.512074877830036,0.026149049520664342,1
2.7412114,-4.8255134,7.7816043,9.557885745898023,0.023524223934724225,1
2.6645968,-4.8255134,7.9013147,9.634128353835836,0.02093695944243058,1
2.8034606,-4.847061,7.7959695,9.598465447165484,0.01981098454666543,1
2.7819128,-4.7800236,7.848642,9.601502110265741,0.017635376505810083,1
2.8058548,-4.748899,7.7983637,9.551928691936507,0.015193085950034102,1
2.8226142,-4.7201686,7.863007,9.595520850154106,0.01329689530048439,1
2.9471126,-4.6220064,7.8893437,9.606776833715484,0.013258855765055469,1
2.7699418,-4.758476,8.095244,9.7902322787199,0.014796708135822786,1
2.904017,-4.253299,7.9970827,9.51195055544028,0.020298814395571494,1
2.9375358,-4.373009,7.5709147,9.22339825874678,0.0234045093663983,1
2.772336,-5.922058,7.365013,9.848860125738774,0.0474899429176833,1
3.045275,-5.354632,6.697031,9.099231025148413,0.05174197105771834,1
2.3509564,-5.7377043,8.416068,10.453632975325492,0.06970305669239063,1
2.5400984,-4.1982327,8.231714,9.58323426126326,0.08442126824874227,1
2.760365,-4.4520183,7.8103347,9.404329122802967,0.0831098287833216,1
1.8481741,-3.879804,8.693795,9.697974270746169,0.09710658346789357,1
2.7052982,-4.7896004,7.8965263,9.62361868322195,0.11057066605236422,1
2.4012346,-4.7680526,7.9970827,9.615278610818923,0.09971889224079124,1
2.1666028,-4.6124296,8.305935,9.744600023308182,0.09011528848312837,1
2.4850318,-4.9045224,8.246079,9.91098111651387,0.08061488814667146,1
2.4251766,-4.4759603,7.7217493,9.248843971390636,0.06648895939669033,1
2.5496752,-4.667496,8.337059,9.889030050729863,0.0546490848642274,1
2.5281274,-4.5382094,7.6618943,9.25696487087455,0.045951712028070225,1
2.4970028,-4.758476,7.9899,9.628947055567695,0.03668786437264277,1
2.702904,-4.629189,7.812729,9.474904694493057,0.031803720850597524,1
2.4730606,-5.0840874,8.179042,9.942871944999013,0.0303183103183135,1
2.5520694,-4.545392,8.210167,9.725249738845278,0.03205431305816805,1
2.7938838,-4.495114,7.860613,9.476342710507687,0.033003322446355766,1
2.9327474,-4.4639893,7.9946885,9.614741419480639,0.029935922387603914,1
2.8369794,-4.799177,8.42325,10.101073829295716,0.029554823017269104,1
2.4706664,-4.238934,7.7121725,9.140588274498871,0.027942055576510524,1
2.9231706,-5.1104236,8.186225,10.083433755001513,0.03332262164449645,1
2.619107,-4.973954,7.776816,9.595770508172224,0.03130418505883824,1
2.511368,-4.8159366,8.387338,9.99237952745018,0.03501153191375356,1
2.8058548,-4.8781857,6.8598366,8.87281665003711,0.0496296806342588,1
2.6454432,-5.4887075,7.8103347,9.905837185799214,0.05114590337249191,1
2.8824692,-4.6483426,8.46874,10.081432657307598,0.06275556058791931,1
1.9080291,-5.0840874,7.233332,9.04486683643641,0.07771248093984798,1
