x, y, z, mag, wma,label
-2.8995278,-17.062279,5.5358434,18.170696033337233,0.5766565656185996,0
-11.058968,-12.056003,4.1472063,16.87741862731041,0.5590003860526523,0
-7.7741227,-1.2653356,0.87433255,7.924803905287238,0.5682223256614979,0
-2.8923452,-1.4305356,4.5015483,5.538594515337105,0.616445401295541,0
-5.8707323,-12.357672,2.8519433,13.975375726934299,0.6657624320391933,0
-14.204948,-21.393389,5.320365,26.22525340231482,0.5820166465819849,0
-8.571392,-3.180697,0.9796774,9.194855736186259,0.597261426079039,0
1.9463364,-2.136825,5.818359,6.496733798519694,0.7923988954384306,0
-9.586534,-4.6722846,3.8311718,11.331802339552844,0.9200422020486311,0
-5.5906105,-19.72942,7.3434653,21.781446152273155,0.9201948375278708,0
-9.557803,-4.997896,1.5878047,10.901912318474546,0.9161647112638331,0
-3.7159507,-0.4297592,0.25902268,3.7496767540533003,0.8311642633702144,0
-10.070162,-11.589133,8.475923,17.5373154753523,0.8318439468146185,0
1.5177742,-12.592304,5.0402436,13.648216695587983,0.8179127189975691,0
-12.435634,-25.542542,7.621193,29.41341508251645,0.7686063387054002,0
-9.016713,-0.19273324,-1.4312837,9.131639547217821,0.8365743228445374,0
-0.29463646,-12.436681,7.245303,14.396258482702414,0.9671300614875523,0
-6.0909986,-11.749545,0.88151515,13.263828187352011,0.9013912601465164,0
2.6765678,-18.302475,5.868637,19.405811249569194,0.8588481660216095,0
-11.264869,-16.506824,5.3514895,20.68842564842832,0.840062803515579,0
-5.0686746,-2.7688942,0.6277298,5.809671349479663,0.7815163068752772,0
-10.156353,-6.6882024,6.7042136,13.886325921834828,0.7134030584846056,0
-3.826084,-12.726379,5.758504,14.483094456103435,0.6858601192074301,0
-15.516971,-16.6409,0.5080197,22.75860231851217,0.6545429566513064,0
-9.131635,1.2509704,-1.802385,9.391499559551221,0.6965090231575897,0
-0.69207394,-3.7337575,4.894197,6.19460066449631,0.8616608604468312,0
-12.301558,-20.541054,4.2836757,24.32309678288057,0.8525318393054286,0
-22.261436,-28.585571,3.9939773,36.45076576966954,0.740066023188863,0
-13.888914,-4.104859,-2.9396307,14.778133652560113,0.7372100412722328,0
-0.40955812,-1.8974048,5.092916,5.450291463075227,0.8968734421432756,0
-11.573721,-15.187618,5.0617914,19.75440408397304,0.9311248087652424,0
0.68698627,-11.167754,6.4959183,12.937837310669188,0.9051314852204424,0
-13.369372,-16.073473,5.3969793,21.59222150546385,0.8807640506275916,0
-3.5028667,2.823961,-1.1224316,4.637314357280752,1.0128547958753193,0
-7.800459,-6.7504516,10.499023,14.718873883999615,1.1272584314492509,0
-3.8548143,-15.654488,4.025102,16.6169799734338,1.072301128730837,0
-19.608662,-22.176292,2.1504421,29.680160482543407,0.9890016299791662,0
-12.885743,3.7576995,-3.320309,13.827043014696724,1.0305747888228636,0
-4.87235,-12.824541,6.431275,15.151565803211973,1.1332347610306708,0
-4.465336,-12.398374,3.455282,13.623430914165743,0.9610735743434742,0
-9.119664,-14.033613,8.961946,18.984916723237983,0.8390709453452722,0
-17.35093,-3.489549,-1.0122985,17.727279520811543,0.842590829960558,0
-2.4757543,-1.2246342,0.4122516,2.7926760220013143,0.7309311263116319,0
-10.271275,-15.230714,6.9149036,19.628795475433694,0.6652626657289287,0
-4.324078,-17.505205,0.76180506,18.04744401835626,0.6053220670190798,0
-22.290167,-24.290373,4.1376295,33.22640176748097,0.5733092068696124,0
-1.0583868,4.0521865,-1.5270518,4.457833995961141,0.8450284458069864,0
-2.0017023,-11.328165,7.755268,13.873654961903627,1.1847796753243522,0
-5.985654,-8.962694,2.8950388,11.159712908480532,1.0985252713766533,0
-13.132346,-27.572824,9.036166,31.84919777523103,0.9673303841813489,0
