x, y, z, mag, wma, label
-9.591322,-1.7729063,1.8751088,9.932405521491729,0.0830999853031619,0
-9.553015,-1.2198458,1.2574048,9.71232132323884,0.08144087597835266,0
-9.758916,-1.4975731,1.1161469,9.93604311070327,0.07028137055009052,0
-9.684695,-1.4185646,1.3005004,9.87405429609274,0.05891062287003601,0
-9.809194,-1.4377182,1.0993875,9.974766365699649,0.05032624074756841,0
-9.701455,-1.2150574,1.1807903,9.848292292777685,0.042016562088359584,0
-9.708637,-1.3850456,1.3603555,9.900836223388572,0.036064893990707586,0
-9.744551,-1.2773066,1.1664251,9.896885052390695,0.03126899093628024,0
-9.751733,-1.34195,1.3148656,9.931061968454786,0.026127164196254757,0
-9.725397,-1.4616601,1.2071266,9.908428542244113,0.02280454744155398,0
-9.725397,-1.3299791,1.2741642,9.898267158903291,0.02063562752871392,0
-9.871443,-1.4065934,1.2167034,10.045111185448738,0.017422625206523875,0
-9.689484,-1.4951789,1.3795091,9.900742212081761,0.01773078532207204,0
-9.684695,-1.5023615,1.1807903,9.871406770610731,0.01787965399521895,0
-9.703849,-1.3611037,1.1903671,9.870879267184065,0.0170566865372663,0
-9.718214,-1.6101006,1.27177,9.93244738457563,0.018416552790612856,0
-9.723002,-1.6124948,1.496825,9.96882155820222,0.019101761316186,0
-9.6416,-1.6795325,1.4226047,9.889644917747102,0.017630327965470826,0
-9.612869,-1.5478514,1.3507787,9.829939003150734,0.017113219020657048,0
-9.466824,-1.7130513,1.5758337,9.74877178574647,0.019690360087738387,0
-9.490766,-1.6627731,1.4561236,9.744728815367752,0.018804590595709877,0
-9.811588,-1.5478514,1.2645874,10.013105959420875,0.020714446036590405,0
-9.701455,-1.7393875,1.4800656,9.966659278824363,0.02259427304334426,0
-10.16593,-1.3730747,0.9437644,10.301560766982828,0.03176818503039369,0
-9.675118,-1.6747441,1.2454338,9.897665931599969,0.03617230958878218,0
-9.600899,-1.9931729,1.4273931,9.908957896481258,0.03761029938323583,0
-9.564985,-1.4065934,1.1376947,9.7345674106937,0.04365701137401035,0
-9.723002,-1.6364368,1.2909236,9.943901639174149,0.04167627283139437,0
-9.632023,-1.7657237,1.2526164,9.872319497501191,0.037688503676414714,0
-9.679907,-1.6938977,1.1807903,9.897684046033074,0.03302350846207556,0
-9.615264,-1.6747441,1.2143092,9.835274283885418,0.027488074038111935,0
-9.545832,-1.7178397,1.2526164,9.779719906406006,0.022663059336536905,0
-9.809194,-1.6196774,1.223886,10.017061556005178,0.019726367930972717,0
-9.723002,-1.6244658,1.3866917,9.954826556868971,0.017405589178094212,0
-9.667936,-1.7489643,1.3005004,9.910558491664293,0.015749088528934987,0
-9.569774,-1.6460136,1.283741,9.79479004304353,0.01344552388616548,0
-9.610476,-1.5358804,1.4896424,9.845770734431127,0.014403425510912062,0
-9.691878,-1.6316484,1.283741,9.91174895434627,0.016087192979991047,0
-9.67033,-1.6005238,1.2574048,9.882207630328649,0.014164082628390015,0
-9.5554085,-1.5478514,1.3579613,9.774749643383217,0.014028821496569805,0
-9.7541275,-1.4520833,1.4202105,9.963360229265298,0.01403876299700102,0
-9.696667,-1.4185646,1.2933178,9.884854192512227,0.013682322832683941,0
-9.679907,-1.4664485,1.3148656,9.878256345392792,0.012051205321733146,0
-9.69906,-1.4209588,1.3938743,9.901201086685614,0.011253967911197284,0
-9.679907,-1.4137762,1.2741642,9.865234955021267,0.011079715140542973,0
-9.684695,-1.4568717,1.2669816,9.875273881808173,0.00962903680300832,0
-9.756521,-1.4089876,1.3100772,9.944408007033479,0.008700750921388412,0
-9.696667,-1.270124,1.2621932,9.860613036374817,0.009315928593557272,0
-9.7062435,-1.34195,1.3172598,9.886716820796927,0.009243944730821406,0
-9.7301855,-1.210269,1.472883,9.91517290250268,0.011204457642028612,0
